City,Total Accidents
Mt Crawford,83
Mt Croghan,6
Mt Dora,58
Mt Enterprise,1
Mt Ephraim,17
Mt Gilead,22
Mt Hamilton,6
Mt Hermon,6
Mt Holly,116
Mt Holly Springs,3
Mt Hope,7
Mt Ida,8
Mt Jackson,53
Mt Jewett,4
Mt Joy,35
Mt Juliet,38
Mt Kisco,48
Mt Laurel,181
Mt Lemmon,10
Mt Lookout,5
Mt Olive,29
Mt Orab,3
Mt Pleasant,132
Mt Pleasant Mills,9
Mt Pocono,2
Mt Prospect,6
Mt Shasta,58
Mt Sidney,31
Mt Sinai,2
Mt Solon,9
Mt Sterling,18
Mt Tabor,1
Mt Ulla,3
Mt Union,20
Mt Vernon,124
Mt Wilson,115
Mt Wolf,4
Muenster,2
Muir,1
Muir Beach,20
Mukilteo,7
Mukwonago,13
Mulberry,100
Mulberry Grove,14
Muldrow,1
Muleshoe,6
Mulga,1
Mulhall,2
Mulino,38
Mullan,41
Mullen,1
Mullica Hill,59
Mullin,2
Mullins,199
Mullinville,1
Mumford,3
Muncie,82
Muncy,312
Muncy Valley,35
Munday,1
Mundelein,618
Munds Park,40
Munford,14
Munfordville,7
Munroe Falls,1
Munson,12
Munster,31
Murdock,16
Murfreesboro,496
Murphy,92
Murphys,138
Murray,8
Murrells Inlet,618
Murrieta,1376
Murrysville,72
Murtaugh,1
Muscadine,4
Muscatine,10
Muscle Shoals,14
Muse,3
Musella,5
Muskego,2
Muskegon,159
Muskogee,2
Musselshell,2
Mustang,56
Myakka City,156
Myers Flat,172
Myerstown,138
Myersville,336
Myrtle,1
Myrtle Beach,3310
Myrtle Creek,210
Myrtle Point,90
Mystic,83
Myton,10
Naches,18
Nacogdoches,9
Nags Head,4
Nahunta,1
Nakina,11
Nampa,394
Nanjemoy,7
Nanty Glo,44
Nanuet,570
Napa,1792
Naperville,325
Naples,1638
Napoleon,20
Nappanee,6
Nara Visa,1
Narberth,244
Narragansett,1
Narrows,13
Narrowsburg,2
Narvon,73
Naselle,18
Nashport,5
Nashua,99
Nashville,24757
Nashwauk,10
Nassau,150
Nassawadox,16
Natalia,1
Natchez,8
Natchitoches,1
Nathalie,35
Nathrop,7
Natick,28
National City,1276
Natrona Heights,36
Natural Bridge,144
Natural Bridge Station,2
Natural Dam,2
Naubinway,19
Naugatuck,89
Nauvoo,41
Naval Anacost Annex,1
Navarre,484
Navasota,8
Naylor,4
Naytahwaush,1
Nazareth,39
Nebo,45
Nebraska City,8
Nederland,2
Nedrow,15
Needham,36
Needham Heights,61
Needles,244
Needmore,16
Needville,6
Neelyton,22
Neenah,96
Neeses,83
Negaunee,3
Nehalem,75
Neihart,6
Neillsville,12
Nekoosa,4
Neligh,4
Nellysford,3
Nelson,32
Nelsonville,11
Nemaha,3
Neodesha,1
Neoga,13
Neola,37
Neosho,7
Neotsu,1
Nephi,389
Neptune,131
Neptune Beach,3
Neptune City,103
Nerstrand,9
Nesbit,54
Nesconset,32
Nescopeck,112
Neshanic Station,3
Neskowin,67
Nesmith,22
Nespelem,2
Nesquehoning,2
Netawaka,2
Netcong,54
Nettie,1
Nevada,22
Nevada City,586
Neversink,3
Neville,4
Nevis,36
New Albany,429
New Alexandria,91
New Athens,2
New Baden,16
New Baltimore,92
New Bedford,32
New Berlin,90
New Bern,81
New Bethlehem,53
New Bloomfield,22
New Boston,64
New Braunfels,206
New Brighton,16
New Britain,301
New Brockton,14
New Brunswick,355
New Buffalo,52
New Cambria,2
New Canaan,109
New Caney,31
New Canton,5
New Carlisle,38
New Carrollton,1
New Castle,1710
New Church,54
New City,125
New Columbia,143
New Concord,7
New Creek,4
New Cumberland,290
New Cuyama,58
New Derry,2
New Douglas,8
New Durham,1
New Eagle,2
New Edinburg,8
New Ellenton,18
New England,11
New Enterprise,19
New Fairfield,16
New Florence,73
New Franken,1
New Franklin,1
New Freedom,125
New Galilee,28
New Germantown,6
New Germany,12
New Gloucester,4
New Hampton,43
New Harmony,101
New Hartford,163
New Haven,1090
New Hill,91
New Holland,186
New Hope,28
New Hudson,57
New Hyde Park,73
New Iberia,12
New Ipswich,5
New Kensington,133
New Kent,309
New Lebanon,47
New Leipzig,2
New Lenox,169
New Lexington,2
New Lisbon,14
New London,153
New Lothrop,9
New Madison,4
New Madrid,5
New Market,278
New Martinsville,1
New Matamoras,1
New Meadows,10
New Milford,135
New Millport,9
New Orleans,13346
New Oxford,168
New Palestine,24
New Paltz,236
New Paris,70
New Park,4
New Philadelphia,9
New Pine Creek,6
New Plymouth,17
New Port Richey,1605
New Portland,1
New Prague,51
New Preston Marble Dale,6
New Providence,32
New Raymer,1
New Richland,18
New Richmond,6
New Ringgold,26
New River,234
New Roads,1
New Rochelle,671
New Rockford,2
New Russia,5
New Salem,52
New Salisbury,4
New Sharon,1
New Smyrna Beach,230
New Springfield,25
New Stanton,74
New Tazewell,13
New Town,15
New Tripoli,37
New Ulm,112
New Vienna,3
New Virginia,38
New Washington,1
New Waterford,2
New Waverly,3
New Weston,5
New Wilmington,20
New Windsor,250
New York,7912
New York Mills,85
New Zion,44
Newalla,38
Newark,5192
Newark Valley,2
Newaygo,2
Newberg,183
Newbern,2
Newberry,596
Newburg,84
Newburgh,516
Newbury,8
Newbury Park,410
Newburyport,12
Newcastle,367
Newcomb,12
Newcomerstown,5
Newdale,4
Newell,1
Newfane,11
Newfield,33
Newfoundland,35
Newhall,1428
Newington,30
Newkirk,2
Newland,20
Newman,187
Newman Lake,2
Newmanstown,47
Newmarket,1
Newnan,445
Newport,847
Newport Beach,266
Newport Center,1
Newport Coast,22
Newport News,2031
Newry,2
Newsoms,3
Newton,447
Newton Center,58
Newton Falls,49
Newton Grove,61
Newton Highlands,35
Newton Lower Falls,75
Newton Upper Falls,12
Newtonville,25
Newtown,255
Newtown Square,73
Newville,184
Ney,4
Nezperce,1
Niagara,4
Niagara Falls,72
Niantic,63
Nicasio,89
Nice,109
Niceville,142
Nicholasville,13
Nicholls,7
Nichols,150
Nicholson,89
Nickelsville,9
Nickerson,2
Nicktown,28
Nicolaus,141
Nicollet,55
Niles,261
Nine Mile Falls,9
Ninety Six,122
Niota,45
Nipomo,610
Nisswa,72
Nitro,183
Nixa,1
Nixon,7
Noble,1
Noblesville,111
Nobleton,1
Nocona,5
Nokesville,94
Nokomis,323
Nolensville,3
Nome,2
Nora,1
Nora Springs,4
Norco,510
Norcross,887
Norden,278
Nordland,6
Norfolk,5194
Norfork,1
Norlina,50
Normal,56
Normalville,2
Norman,27
Norman Park,4
Normandy,1
Normanna,1
Norridge,1
Norris,40
Norris City,1
Norristown,2086
North,174
North Andover,20
North Antelope Valley,13
North Arlington,1
North Attleboro,38
North Augusta,638
North Aurora,53
North Babylon,166
North Baldwin,5
North Baltimore,18
North Bangor,7
North Barrington,10
North Bay,1
North Bay Village,26
North Bayside,6
North Bellmore,15
North Bend,262
North Benton,9
North Bergen,544
North Billerica,132
North Bloomfield,4
North Bonneville,1
North Branch,182
North Branford,1
North Brookfield,1
North Brunswick,162
North Canton,82
North Charleston,1715
North Chelmsford,13
North Chesterfield,769
North Chicago,361
North Chili,43
North Coastal,1
North Conway,1
North Creek,22
North Dartmouth,19
North Davis,1
North Dighton,1
North Dinwiddie,98
North East,267
North Easton,3
North El Dorado,12
North Falmouth,4
North Ferrisburgh,1
North Fork,86
North Fort Myers,1601
North Franklin,37
North Freedom,1
North Garden,57
North Grafton,13
North Granby,4
North Greece,1
North Grosvenordale,24
North Hampton,4
North Haven,333
North Highlands,1097
North Hills,613
North Hollywood,1649
North Hudson,10
North Jackson,43
North Java,4
North Kingstown,61
North Lauderdale,4
North Lawrence,1
North Liberty,134
North Lima,66
North Little Rock,833
North Manchester,10
North Mankato,24
North Miami,4731
North Miami Beach,2758
North Montpelier,1
North Myrtle Beach,101
North Olmsted,71
North Oxford,8
North Palm Beach,4
North Pekin,1
North Plainfield,17
North Plains,9
North Platte,18
North Port,529
North Powder,330
North Prairie,1
North Prince George,9
North Providence,24
North Reading,4
North Redington Beach,2
North Richland Hills,223
North Ridgeville,114
North Royalton,25
North Salem,195
North Salt Lake,407
North San Juan,49
North Scituate,8
North Smithfield,36
North Stonington,41
North Stratford,2
North Street,3
North Tazewell,20
North Tonawanda,24
North Truro,1
North Utica,3
North Vernon,19
North Versailles,63
North Wales,600
North Washington,1
North Westside,1
North Weymouth,1
North Wilkesboro,54
North Windham,19
North Woodstock,10
Northampton,21
Northborough,21
Northbrook,203
Northeast Dallas,2
Northeast Jefferson,1
Northern Cambria,89
Northfield,423
Northford,5
Northglenn,1
Northome,19
Northport,784
Northridge,25
Northumberland,88
Northville,85
Northwood,68
Norton,26
Norton Shores,1
Nortonville,1
Norwalk,2954
Norway,47
Norwell,12
Norwich,174
Norwood,139
Norwood Young America,37
Notasulga,32
Noti,60
Nottingham,496
Novato,739
Novelty,3
Novi,401
Noxen,5
Noxon,21
Nuevo,302
Nunda,3
Nunica,43
Nunn,10
Nunnelly,28
Nutley,91
Nutrioso,2
Nyack,532
Nye,4
Nyssa,64
O Brien,47
O Fallon,177
O Neals,37
Oak Bay-Port Ludlow,3
Oak Brook,500
Oak City,12
Oak Creek,165
Oak Forest,80
Oak Grove,91
Oak Hall,30
Oak Harbor,55
Oak Hill,88
Oak Hills,111
Oak Lawn,27
Oak Park,293
Oak Ridge,28
Oak Run,36
Oak View,92
Oakboro,9
Oakbrook Terrace,12
Oakdale,638
Oakes,15
Oakfield,10
Oakham,1
Oakhurst,312
Oakland,6409
Oakland City,26
Oakland Gardens,805
Oakland Mills,10
Oakland Park,70
Oakley,117
Oaklyn,62
Oakman,40
Oakmont,16
Oakridge,183
Oaks,8
Oakton,53
Oakville,27
Oakwood,49
Oark,3
Oberlin,10
Oberon,2
Obetz,6
Obion,1
Obrien,18
Ocala,4507
Ocate,1
Occidental,59
Occoquan,32
Ocean,3
Ocean Beach,2
Ocean City,286
Ocean Isle Beach,10
Ocean Park,2
Ocean Shores,3
Ocean Springs,44
Ocean View,33
Oceano,125
Oceanport,5
Oceanside,1160
Ocheyedan,1
Ochlocknee,4
Ochopee,118
Ocilla,1
Ocklawaha,116
Ocoee,589
Oconomowoc,95
Oconto,6
Odebolt,1
Odell,15
Odem,1
Oden,5
Odenton,33
Odenville,10
Odessa,346
Odon,1
Odonnell,1
Oelwein,8
O'Fallon,58
Offerle,1
Ogallala,38
Ogden,2484
Ogdensburg,5
Ogema,4
Ogilvie,53
Oglesby,22
Oglethorpe,5
Ohatchee,4
Ohio City,2
Ohiopyle,4
Oil City,29
Oil Trough,2
Oilmont,1
Oilville,53
Ojai,398
Okabena,8
Okahumpka,85
Okanogan,1
Okatie,248
Okauchee,1
Okawville,27
Okeechobee,316
Okemos,21
Oklahoma City,6573
Oklaunion,5
Oklee,1
Okmulgee,3
Okolona,1
Oktaha,1
Ola,6
Olalla,1
Olancha,19
Olanta,87
Olar,48
Olathe,756
Olathe city,12
Olaton,1
Old Appleton,1
Old Bridge,151
Old Chatham,104
Old Fort,159
Old Greenwich,56
Old Hickory,210
Old Lyme,138
Old Mill Creek,2
Old Monroe,3
Old Saybrook,129
Old Station,75
Old Town,112
Old Westbury,445
Oldfort,3
Oldsmar,220
Oldtown,2
Olean,12
Oley,9
Olin,9
Olive,4
Olive Branch,48
Olive Hill,12
Olivehurst,526
Oliver Springs,8
Olivet,28
Olivia,37
Olla,1
Olmsted Falls,16
Olmsted Twp,2
Olney,6
Olney Springs,5
Olsburg,2
Olton,2
Olympia,631
Olympic Valley,40
Olyphant,43
Omaha,1736
Omak,1
Omer,3
Omro,2
Ona,98
Onalaska,35
Onamia,142
Onancock,14
Onarga,36
Onawa,10
Oneals,4
Oneida,66
Oneonta,267
Onley,21
Only,29
Ono,2
Onslow,2
Onsted,1
Ontario,6901
Onyx,56
Oolitic,1
Ooltewah,907
Oostburg,2
Opa Locka,2729
Opa-Locka,371
Opdyke,3
Opelika,394
Opelousas,11
Opheim,2
Opp,8
Oracle,21
Oradell,2
Orange,2836
Orange Beach,3
Orange City,140
Orange Cove,128
Orange Park,1174
Orange Springs,4
Orangeburg,1659
Orangevale,501
Orangeville,96
Orbisonia,27
Orchard,25
Orchard Park,20
Orcutt,5
Orderville,3
Ordway,8
Oreana,4
Orefield,6
Oregon,29
Oregon City,482
Oregon House,40
Oregonia,29
Oreland,83
Orem,456
Orford,1
Orfordville,6
Orick,122
Orient,44
Orinda,547
Oriska,34
Oriskany,28
Oriskany Falls,10
Orland,315
Orland Park,27
Orlando,51783
Orleans,22
Orlinda,2
Ormond Beach,630
Ormsby,4
Oro Grande,72
Oro Valley,23
Orofino,2
Orondo,6
Orono,2
Oronoco,90
Orosi,225
Orovada,17
Oroville,1445
Orr,50
Orrstown,24
Orrtanna,29
Orrum,19
Orrville,12
Orting,33
Ortonville,6
Orwell,4
Orwigsburg,6
Osage,50
Osakis,161
Osburn,4
Osceola,89
Osceola Mills,48
Oscoda,7
Osgood,10
Oshkosh,85
Oskaloosa,19
Osprey,140
Osseo,704
Ossian,1
Ossining,197
Ossipee,1
Osteen,103
Osterburg,47
Osterville,2
Ostrander,14
Oswego,57
Osyka,4
Otego,1
Othello,6
Otis,192
Otis Orchards,6
Otisco,1
Otisville,81
Otley,9
Otsego,4
Ottawa,53
Ottawa Lake,46
Otter,8
Otter Lake,1
Otter Rock,16
Ottertail,24
Otto,3
Ottsville,3
Ottumwa,44
Ouray,10
Outing,8
Ovando,23
Overbrook,2
Overgaard,16
Overland Park,940
Overton,96
Ovett,1
Ovid,38
Oviedo,489
Owasso,9
Owatonna,313
Owego,17
Owens Cross Roads,98
Owensboro,9
Owensville,4
Owenton,2
Owings,7
Owings Mills,215
Owingsville,3
Oxbow,7
Oxford,662
Oxnard,1047
Oxon Hill,729
Oyster Bay,2
Ozark,173
Ozone Park,48
Pace,1
Pacheco,25
Pacific,233
Pacific Beach,7
Pacific Grove,9
Pacific Junction,44
Pacific Palisades,34
Pacifica,152
Packwood,5
Pacoima,1443
Pacolet,105
Paducah,20
Paeonian Springs,48
Page,35
Pageland,139
Pagosa Springs,21
Pahokee,3
Paicines,70
Paige,1
Painesville,65
Paint Rock,5
Painted Post,16
Painter,25
Paisley,59
Pala,192
Palacios,1
Palatine,325
Palatka,207
Palenville,2
Palermo,55
Palestine,82
Palisade,64
Palisades,12
Palisades Park,55
Pall Mall,2
Palm,11
Palm Bay,321
Palm Beach,4
Palm Beach Gardens,758
Palm City,453
Palm Coast,277
Palm Harbor,1898
Palm Springs,3
Palmdale,1609
Palmer,46
Palmer Lake,2
Palmerton,8
Palmetto,1128
Palmetto Bay,406
Palmview,1
Palmyra,162
Palo,4
Palo Alto,998
Palo Cedro,97
Palos Heights,8
Palos Hills,11
Palos Park,5
Palos Verdes Peninsula,27
Palouse,3
Pampa,7
Pamplico,172
Pamplin,22
Pamplin City,6
Panaca,1
Panacea,24
Panama City,1067
Panama City Beach,327
Pangburn,5
Panguitch,68
Panhandle,6
Panorama City,23
Pantego,7
Paola,4
Paoli,127
Papillion,75
Parachute,37
Paradise,247
Paradise Valley,81
Paragon,6
Paragonah,152
Paragould,47
Paramount,1122
Paramus,590
Pardeeville,8
Paris,33
Parish,20
Park City,954
Park Falls,3
Park Hall,2
Park Hills,1
Park Rapids,98
Park Ridge,83
Park River,2
Park Valley,25
Parkdale,4
Parker,374
Parker Dam,11
Parkers Lake,1
Parkers Prairie,25
Parkersburg,143
Parkesburg,174
Parkhill,2
Parkin,3
Parkman,1
Parks,15
Parksley,54
Parkston,1
Parksville,6
Parkton,308
Parkville,387
Parlier,119
Parlin,50
Parma,139
Paron,1
Parowan,45
Parrish,331
Parrott,6
Parrottsville,1
Parshall,6
Parsippany,583
Parsons,10
Parsonsburg,23
Partlow,16
Pasadena,3257
Pascagoula,1
Pasco,12
Paskenta,2
Paso Robles,656
Pass Christian,36
Passaic,97
Pataskala,96
Patchogue,142
Pateros,3
Paterson,517
Patoka,4
Patrick,42
Patrick AFB,3
Patrick Air Force Base,2
Patrick Springs,13
Patterson,493
Pattersonville,50
Patton,44
Pattonsburg,1
Patuxent River,2
Paul Smiths,1
Paulden,57
Paulina,7
Pauline,87
Paullina,2
Pauls Valley,2
Paulsboro,30
Paupack,3
Paw Paw,142
Pawcatuck,30
Pawleys Island,314
Pawling,31
Pawnee City,1
Pawtucket,298
Paxinos,55
Paxton,27
Payette,1
Paynes Creek,49
Paynesville,63
Payson,510
Pe Ell,4
Pea Ridge,9
Peabody,207
Peach Bottom,40
Peach Springs,1
Peachland,21
Peachtree City,33
Peachtree Corners,21
Peak,1
Pearblossom,38
Pearcy,15
Pearisburg,22
Pearl,117
Pearl River,58
Pearland,52
Pearsall,10
Pearson,6
Pebble Beach,159
Pecatonica,1
Peck,2
Peckville,2
Peconic,1
Pecos,36
Peculiar,67
Pedricktown,73
Peebles,5
Peekskill,115
Peetz,3
Pegram,27
Pekin,191
Pelahatchie,22
Pelham,558
Pelican Rapids,15
Pelion,136
Pell City,109
Pella,6
Pelzer,634
Pemberton,9
Pemberville,4
Pembina,9
Pembroke,82
Pembroke Pines,235
Pen Argyl,12
Pendergrass,101
Pendleton,2514
Penfield,497
Pengilly,21
Penhook,20
Peninsula,24
Penitas,1
Penllyn,1
Penn,5
Penn Laird,40
Penn Run,18
Penn Valley,218
Penn Yan,1
Penngrove,183
Pennington,43
Pennington Gap,35
Pennock,4
Penns Grove,125
Pennsauken,203
Pennsboro,7
Pennsburg,125
Pennsville,22
Pennsylvania Furnace,18
Pennville,4
Penrose,59
Penryn,126
Pensacola,5789
Pentwater,3
Peoa,48
Peoria,904
Peosta,19
Peotone,63
Pepperell,10
Pequannock,3
Pequea,15
Pequot Lakes,14
Percival,30
Perdido,36
Perham,66
Peridot,36
Perkasie,6
Perkinston,1
Perkiomenville,71
Perrinton,1
Perris,2069
Perry,406
Perry Hall,142
Perryopolis,24
Perrysburg,233
Perrysville,11
Perryton,4
Perryville,349
Perth Amboy,173
Peru,66
Pescadero,84
Peshastin,16
Pesotum,23
Petal,14
Petaluma,1502
Peterborough,12
Peterman,2
Petersburg,1331
Peterson,6
Petoskey,15
Petrified Forest Natl Pk,10
Petroleum,2
Petrolia,11
Pettigrew,1
Pevely,29
Pewaukee,76
Peyton,54
Pfafftown,8
Pflugerville,993
Pharr,13
Phelan,1091
Phelps,168
Phenix,3
Phenix City,222
Phil Campbell,3
Philadelphia,7646
Philippi,4
Philipsburg,402
Phillips,1
Phillipsburg,65
Philmont,1
Philo,63
Philomath,82
Phoenix,16303
Phoenixville,608
Piankatank,1
Picacho,39
Picatinny Arsenal,2
Picayune,25
Pickens,498
Pickerington,71
Pickrell,3
Pico Rivera,225
Piedmont,2056
Pierce,2
Piercy,72
Piermont,2
Pierson,84
Pierz,52
Piffard,3
Pike Road,192
Pikesville,838
Piketon,10
Pikeville,33
Pilesgrove,11
Pillager,52
Pilot,3
Pilot Hill,36
Pilot Mound,1
Pilot Mountain,51
Pilot Point,1
Pilot Rock,68
Pima,7
Pinckney,4
Pinconning,18
Pindall,1
Pine,47
Pine Apple,1
Pine Bluff,115
Pine Bluffs,20
Pine Brook,36
Pine Bush,2
Pine City,218
Pine Grove,225
Pine Grove Mills,12
Pine Hall,3
Pine Hill,2
Pine Island,112
Pine Knot,1
Pine Mountain,41
Pine Mountain Club,23
Pine Mountain Valley,8
Pine Plains,31
Pine River,33
Pine Valley,4
Pinebluff,5
Pinecrest,19
Pinehurst,33
Pineland,41
Pinellas Park,902
Pinetop,4
Pinetop-Lakeside,1
Pinetops,13
Pinetown,5
Pinetta,23
Pineville,344
Pinewood,81
Piney Flats,11
Pingree,8
Pink Hill,23
Pinnacle,54
Pinola,1
Pinole,381
Pinon Hills,173
Pinopolis,13
Pinson,52
Pioche,4
Pioneer,408
Pipe Creek,1
Pipersville,3
Piqua,53
Piru,71
Piscataway,189
Pisgah,1
Pisgah Forest,48
Pismo Beach,244
Pitman,1
Pitts,2
Pittsboro,60
Pittsburg,1223
Pittsburgh,4948
Pittsfield,9
Pittsford,303
Pittston,133
Pittsview,7
Pittsville,21
Pixley,251
Placentia,206
Placerville,1113
Placida,2
Plain City,55
Plain Dealing,1
Plainfield,381
Plains,78
Plainsboro,2
Plainview,258
Plainville,414
Plainwell,43
Plaistow,12
Planada,54
Plano,847
Plant City,1288
Plantation,146
Plantersville,10
Plantsville,175
Plaquemine,11
Platina,38
Plato,13
Platte City,127
Platteville,118
Plattsburgh,22
Plattsmouth,3
Playa del Rey,10
Playa Vista,7
Pleasant City,4
Pleasant Dale,26
Pleasant Gap,11
Pleasant Garden,23
Pleasant Grove,320
Pleasant Hill,652
Pleasant Hope,2
Pleasant Mount,3
Pleasant Plain,2
Pleasant Plains,5
Pleasant Prairie,29
Pleasant Shade,1
Pleasant Unity,5
Pleasant Valley,96
Pleasant View,43
Pleasanton,1295
Pleasantville,201
Plentywood,4
Plevna,2
Plover,17
Plum Branch,33
Plumas Lake,25
Plumerville,70
Plush,2
Plymouth,778
Plymouth Meeting,778
Plympton,22
Poca,2
Pocahontas,50
Pocasset,4
Pocatello,64
Pocomoke City,63
Pocono Lake,19
Pocono Manor,1
Pocono Pines,1
Pocono Summit,26
Poestenkill,19
Point Arena,45
Point Harbor,10
Point Mugu Nawc,19
Point of Rocks,21
Point Pleasant Beach,11
Point Pleasant Boro,2
Point Reyes Station,55
Pointblank,1
Polacca,4
Poland,8
Polebridge,5
Polk,16
Polk City,436
Polkton,19
Pollock Pines,329
Pollocksville,13
Polo,2
Polson,133
Pomaria,153
Pomeroy,8
Pomfret,1
Pomfret Center,30
Pomona,2977
Pomona Park,28
Pompano Beach,2591
Pompeys Pillar,86
Pompton Lakes,12
Pompton Plains,19
Ponce de Leon,139
Poncha Springs,2
Ponchatoula,120
Ponder,1
Ponderosa,2
Ponsford,6
Ponte Vedra,16
Ponte Vedra Beach,48
Pontiac,41
Pooler,174
Poolesville,10
Pope,4
Pope Valley,71
Poplar,13
Poplar Branch,8
Poplar Grove,2
Poplarville,17
Poquoson,10
Port Allegany,56
Port Allen,905
Port Angeles,80
Port Arthur,2
Port Bolivar,1
Port Byron,100
Port Charlotte,220
Port Chester,352
Port Clinton,22
Port Costa,7
Port Crane,14
Port Deposit,57
Port Ewen,2
Port Gamble,2
Port Haywood,1
Port Henry,4
Port Hueneme,5
Port Huron,152
Port Isabel,1
Port Jefferson,3
Port Jefferson Station,46
Port Jervis,59
Port Lavaca,9
Port Ludlow,28
Port Matilda,260
Port Monmouth,2
Port Murray,4
Port Norris,1
Port O Connor,1
Port Orange,119
Port Orchard,125
Port Orford,70
Port Reading,68
Port Republic,71
Port Richey,427
Port Royal,178
Port Saint Joe,13
Port Saint Lucie,438
Port St Joe,7
Port St Lucie,188
Port Tobacco,5
Port Townsend,35
Port Trevorton,29
Port Washington,25
Port Wentworth,153
Portage,561
Portageville,3
Portal,6
Portales,1
Porter,63
Porter Corners,4
Porter Ranch,250
Portersville,83
Porterville,839
Portia,6
Portland,9077
Portola,71
Portola Valley,76
Portsmouth,832
Portville,7
Posen,237
Posey,13
Poseyville,7
Post,11
Post Falls,36
Postville,1
Potlatch,1
Potomac,78
Potosi,1
Potsdam,5
Potter,3
Potter Valley,41
Pottersville,24
Potterville,5
Potts Camp,7
Pottstown,1230
Pottsville,129
Poughkeepsie,196
Poughquag,15
Poulan,8
Poulsbo,99
Pound,16
Pound Ridge,26
Pounding Mill,18
Poway,2
Powder Springs,14
Powderhorn,14
Powell,185
Powell Butte,142
Powells Point,13
Power,20
Powers,5
Powers Lake,4
Powhatan,424
Poy Sippi,1
Poynette,59
Prague,2
Prairie City,71
Prairie du Sac,4
Prairie Grove,3
Prairieville,59
Prather,98
Pratt,9
Prattsville,6
Prattville,656
Pray,7
Preble,3
Prentice,1
Prentiss,3
Prescott,242
Prescott Valley,118
Presto,11
Preston,130
Preston City,12
Prestonsburg,1
Prewitt,38
Price,74
Prichard,2
Pride,33
Primos,1
Prince Frederick,19
Prince George,90
Princess Anne,25
Princeton,732
Princeton Junction,2
Prineville,224
Prinsburg,6
Prior Lake,53
Pritchett,8
Proberta,1
Proctor,37
Prole,22
Prospect,163
Prospect Heights,4
Prospect Hill,1
Prospect Park,31
Prosper,3
Prosperity,219
Prosser,1
Providence,1629
Providence Forge,225
Provincetown,5
Provo,534
Pryor,1
Pueblo,800
Pulaski,192
Pullman,10
Punta Gorda,521
Punxsutawney,213
Puposky,11
Purcell,6
Purcellville,302
Purchase,71
Purdys,80
Purgitsville,2
Purlear,2
Purvis,6
Puryear,3
Putnam,21
Putnam Station,10
Putnam Valley,203
Putney,10
Puyallup,507
Pylesville,2
Quaker City,14
Quaker Hill,4
Quakertown,191
Quanah,1
Quantico,392
Quapaw,1
Quarryville,122
Quartzsite,109
Quebeck,1
Quecreek,1
Queen Anne,158
Queen City,4
Queen Creek,38
Queens,4
Queens Village,311
Queensbury,242
Queenstown,247
Quicksburg,52
Quilcene,35
Quinault,1
Quincy,1106
Quinton,485
Quitman,29
Quogue,1
Rabun Gap,1
Raceland,14
Racine,25
Rackerby,7
Radcliff,3
Radcliffe,1
Radersburg,4
Radford,145
Radnor,15
Raeford,81
Ragged Point,4
Ragland,7
Rago,1
Rahway,55
Raiford,20
Rail Road Flat,8
Rainbow City,3
Rainelle,2
Rainier,162
Rainsville,6
Raisin City,12
Raleigh,26145
Ralls,2
Ralph,7
Ralston,5
Ramah,7
Ramer,13
Ramey,2
Ramsay,1
Ramseur,32
Ramsey,32
Rancho Cordova,743
Rancho Cucamonga,1980
Rancho Dominguez,10
Rancho Murieta,13
Rancho Palos Verdes,4
Rancho Santa Fe,291
Rancho Santa Margarita,180
Ranchos de Taos,3
Randalia,3
Randall,20
Randallstown,27
Randle,11
Randleman,39
Randlett,8
Randolph,376
Randolph Center,3
Random Lake,2
Randsburg,10
Rangely,6
Ranger,11
Rankin,1
Ransomville,10
Ranson,11
Rantoul,23
Rapelje,2
Raphine,240
Rapidan,20
Rapids City,1
Rappahannock Academy,22
Raritan,34
Rathdrum,6
Raton,12
Ravalli,6
Raven,11
Ravena,58
Ravendale,4
Ravenden,2
Ravenel,31
Ravenna,87
Ravenswood,68
Rawlings,5
Rawlins,145
Rawson,4
Ray,10
Ray Brook,1
Ray City,2
Rayland,2
Raymond,151
Raymondville,4
Raymore,19
Rayne,82
Raynesford,19
Raynham,58
Raytown,9
Rayville,14
Reading,1153
Readlyn,6
Reads Landing,8
Readsboro,1
Readstown,1
Readyville,2
Reagan,1
Reardan,1
Rebersburg,35
Red Bank,122
Red Banks,5
Red Bay,1
Red Bluff,527
Red Bud,2
Red Cliff,9
Red Cloud,1
Red Hill,31
Red Hook,131
Red House,6
Red Level,5
Red Lion,113
Red Lodge,47
Red Mountain,1
Red Oak,64
Red Rock,4
Red Springs,25
Red Wing,103
Redby,1
Redcrest,50
Reddick,367
Reddick-McIntosh,1
Redding,858
Redfield,37
Redford,122
Redgranite,1
Redington Beach,6
Redington Shores,3
Redkey,2
Redlake,2
Redlands,2263
Redmond,656
Redondo Beach,258
Redvale,2
Redway,51
Redwood,7
Redwood City,1586
Redwood Falls,99
Redwood Valley,146
Reed City,12
Reed Point,55
Reeder,5
Reedley,407
Reeds,2
Reeds Spring,1
Reedsburg,2
Reedsport,145
Reedsville,111
Reedville,15
Reedy,3
Reelsville,37
Reevesville,41
Reform,13
Regent,1
Register,27
Rego Park,127
Rehoboth Beach,44
Reidsville,104
Reidville,7
Reinholds,89
Reisterstown,180
Reliance,3
Rembert,169
Rembrandt,3
Remer,61
Remington,163
Remlap,35
Remsen,44
Remsenburg,1
Remus,1
Renfrew,2
Reno,2688
Renovo,67
Rensselaer,409
Renton,880
Renville,25
Renwick,2
Repton,5
Republic,184
Resaca,47
Rescue,88
Reseda,58
